Brand,Model,Year,Engine_Size,Fuel_Type,Transmission,Mileage,Doors,Owner_Count,Price
Chevrolet,Impala,2019,4.4,Diesel,Semi-Automatic,233465,2,1,16678
Volkswagen,Golf,2016,4.3,Petrol,Semi-Automatic,240885,3,2,14668
Mercedes,GLA,2006,3.5,Electric,Semi-Automatic,25049,4,5,19073
Chevrolet,Equinox,2003,2,Hybrid,Semi-Automatic,110430,3,1,10134
Hyundai,Elantra,2018,3.7,Electric,Semi-Automatic,205909,3,2,19392
Ford,Explorer,2011,1.4,Hybrid,Semi-Automatic,161912,4,4,11482
Mercedes,C-Class,2002,3.6,Hybrid,Automatic,54815,3,5,16980
Hyundai,Elantra,2019,3.3,Electric,Manual,128619,3,5,21922
Honda,Civic,2019,4,Hybrid,Manual,121403,5,2,21649
Toyota,Corolla,2019,4.2,Electric,Semi-Automatic,253093,5,4,19142
Chevrolet,Malibu,2022,4.8,Petrol,Semi-Automatic,97890,2,2,23698
Toyota,Camry,2016,1.2,Diesel,Manual,157466,4,1,12162
Kia,Rio,2004,3.6,Petrol,Semi-Automatic,168226,4,4,9686
Audi,A3,2009,1.2,Petrol,Automatic,275586,3,5,6979
Ford,Focus,2015,1.9,Electric,Manual,50573,4,5,20104
Volkswagen,Tiguan,2006,2.6,Electric,Manual,219205,5,5,10701
Hyundai,Elantra,2008,2.7,Electric,Automatic,1708,5,2,22164
Kia,Rio,2012,3.6,Petrol,Automatic,244437,2,2,13844
Kia,Sportage,2016,2.1,Electric,Manual,134097,4,5,18056
Ford,Fiesta,2010,1.1,Hybrid,Manual,98700,5,3,12646
Mercedes,E-Class,2018,1.6,Hybrid,Manual,78445,4,4,18429
Chevrolet,Equinox,2001,3.6,Hybrid,Semi-Automatic,93140,2,1,12490
Hyundai,Elantra,2006,3,Diesel,Automatic,288209,3,2,8111
Hyundai,Sonata,2009,4.4,Hybrid,Semi-Automatic,282931,5,3,11447
Volkswagen,Passat,2023,3,Hybrid,Automatic,242006,5,1,20403
Kia,Optima,2006,4.6,Hybrid,Manual,272450,4,3,10589
Kia,Sportage,2002,4.4,Petrol,Automatic,54982,5,5,16625
Chevrolet,Malibu,2003,1.2,Diesel,Semi-Automatic,53980,4,3,8960
Ford,Explorer,2019,1.6,Hybrid,Semi-Automatic,84291,4,4,18750
Hyundai,Sonata,2002,3.1,Hybrid,Semi-Automatic,264010,5,1,6158
Audi,A3,2020,1.7,Hybrid,Semi-Automatic,54068,4,1,20506
Hyundai,Tucson,2002,4.4,Petrol,Manual,253283,4,1,7060
BMW,5 Series,2010,1.1,Petrol,Automatic,1666,4,3,16916
Honda,Accord,2000,2.8,Electric,Automatic,128713,4,2,13694
Toyota,Camry,2004,2.9,Diesel,Automatic,155101,3,5,11545
Volkswagen,Passat,2002,3.1,Diesel,Automatic,153222,5,2,10911
BMW,3 Series,2004,3,Electric,Semi-Automatic,140269,4,1,13114
Toyota,Corolla,2022,4.6,Diesel,Automatic,48034,3,1,27718
Honda,Accord,2007,1.7,Electric,Automatic,197700,2,4,13030
Ford,Focus,2020,1.3,Hybrid,Manual,130961,2,4,17115
Volkswagen,Tiguan,2009,1.5,Electric,Semi-Automatic,204370,4,4,10871
Ford,Explorer,2005,1.9,Diesel,Semi-Automatic,103956,5,2,9485
Chevrolet,Equinox,2004,3,Electric,Manual,86109,3,5,15010
Kia,Sportage,2011,1.7,Hybrid,Manual,264104,4,2,8430
Honda,Accord,2019,2.1,Petrol,Automatic,1068,2,1,23412
Hyundai,Elantra,2004,3.1,Electric,Automatic,202084,2,1,13752
BMW,3 Series,2012,4.5,Petrol,Semi-Automatic,78159,3,1,18613
Kia,Optima,2012,2.7,Electric,Automatic,188249,3,4,17736
Audi,A4,2021,3.6,Diesel,Semi-Automatic,252284,5,4,15670
Mercedes,C-Class,2011,4.8,Diesel,Manual,,4,5,17148
Mercedes,GLA,2007,4.8,Petrol,Semi-Automatic,77167,4,4,16548
Audi,Q5,2021,3,Diesel,Semi-Automatic,226346,5,4,15528
Toyota,Camry,2014,4.1,Diesel,Automatic,35164,3,3,23093
Ford,Explorer,2015,4.3,Electric,Manual,147409,3,1,20914
Ford,Fiesta,2016,3.6,Diesel,Manual,292131,4,4,11650
Kia,Rio,2016,1.6,Electric,Automatic,285860,4,5,14494
Audi,A3,2005,2.3,Electric,Manual,112828,3,2,13375
Audi,Q5,2023,3.5,Hybrid,Semi-Automatic,225090,2,2,19246
Volkswagen,Golf,2003,2.5,Electric,Manual,235804,3,1,8370
Kia,Rio,2007,4.7,Electric,Manual,18622,4,3,21922
Honda,Civic,2001,1.8,Electric,Semi-Automatic,38814,4,5,12990
Volkswagen,Golf,2001,2.3,Diesel,Manual,64027,3,2,9483
Kia,Rio,2013,2.7,Hybrid,Manual,155927,5,4,15017
Honda,CR-V,2000,3.5,Hybrid,Semi-Automatic,181019,2,2,8713
Ford,Focus,2014,,Diesel,Semi-Automatic,91618,4,4,17967
Chevrolet,Equinox,2004,2.6,Hybrid,Semi-Automatic,234638,5,3,7362
Ford,Focus,2006,4.4,Hybrid,Automatic,213796,4,4,14917
Hyundai,Elantra,2008,4.5,Electric,Semi-Automatic,242378,4,3,14266
Kia,Optima,2015,3.4,Electric,Manual,68256,4,2,22110
Honda,CR-V,2012,4.9,Electric,Manual,4608,3,2,25387
Ford,Fiesta,2014,4.7,Electric,Automatic,262198,4,2,19698
Hyundai,Elantra,2014,3.7,Petrol,Semi-Automatic,203553,3,5,13874
Audi,A4,2007,1.4,Petrol,Manual,252417,3,3,4464
Ford,Focus,2010,3.9,Hybrid,Automatic,42902,3,5,22122
Audi,A4,2020,4.8,Electric,Manual,116761,2,3,25487
Mercedes,C-Class,2015,2.7,Diesel,Manual,181326,5,5,13428
Ford,Explorer,2008,4.1,Electric,Manual,286699,3,5,12016
Toyota,RAV4,2013,3.8,Hybrid,Automatic,149662,2,1,19786
Volkswagen,Tiguan,2019,4.7,Petrol,Semi-Automatic,213300,4,1,17910
Toyota,RAV4,2015,2,Diesel,Manual,125458,2,3,14158
Hyundai,Sonata,2011,2.5,Petrol,Manual,61333,2,1,15178
BMW,X5,2009,3.8,Electric,Automatic,103338,3,3,21058
Hyundai,Elantra,2019,1.9,Electric,Automatic,44978,4,4,25025
Honda,Accord,2002,2.5,Electric,Automatic,119657,2,2,14536
Ford,Explorer,2003,2.2,Electric,Manual,106537,4,4,12371
Honda,Accord,2005,2.8,Electric,Manual,228351,2,2,10206
Volkswagen,Golf,2000,1,Hybrid,Semi-Automatic,156258,4,1,5204
Mercedes,C-Class,2022,3.6,Diesel,Manual,233628,5,2,16847
Honda,Accord,2000,2.9,Hybrid,Semi-Automatic,238272,5,1,5660
Chevrolet,Malibu,2023,2,Diesel,Manual,280794,2,3,12922
Kia,Rio,2005,2.6,Diesel,Semi-Automatic,14058,5,4,13856
Audi,A3,2018,3.3,Hybrid,Semi-Automatic,274434,3,2,14544
Chevrolet,Equinox,2015,3.2,Diesel,Automatic,60419,4,4,21159
BMW,X5,2021,5,Petrol,Semi-Automatic,98604,2,4,23497
Volkswagen,Golf,2023,1.6,Petrol,Automatic,133425,5,5,20004
Hyundai,Tucson,2004,4.2,Hybrid,Manual,271816,3,5,8860
Mercedes,GLA,2019,2.9,Petrol,Semi-Automatic,247451,3,3,13562
Ford,Fiesta,2014,4.7,Petrol,Semi-Automatic,85892,5,2,19744
Ford,Explorer,2006,3.1,Electric,Semi-Automatic,252610,2,3,10407
Audi,A4,2020,1.3,Hybrid,Manual,282883,4,1,11798
BMW,5 Series,2020,2.7,Hybrid,Semi-Automatic,109271,3,4,20324
Mercedes,GLA,2018,2,Hybrid,Automatic,119566,5,5,20314
Ford,Focus,2009,3,Diesel,Manual,54105,3,2,15255
Honda,CR-V,2020,2.4,Hybrid,Manual,103185,2,3,20013
Chevrolet,Impala,2010,1.8,Hybrid,Manual,227999,5,1,9345
BMW,X5,2000,1.1,Hybrid,Automatic,141537,3,2,8521
Hyundai,Elantra,2022,2.8,Diesel,Automatic,250524,5,5,17481
BMW,5 Series,2012,1.7,Petrol,Automatic,163543,5,4,13351
Audi,A4,2021,2.7,Petrol,Manual,283597,2,2,12999
Kia,Rio,2021,3.6,Petrol,Automatic,79401,4,3,24344
Ford,Fiesta,2007,3.4,Electric,Manual,125769,3,1,15897
Hyundai,Sonata,2009,4.1,Diesel,Manual,67077,2,5,16726
Hyundai,Sonata,2007,2.3,Electric,Manual,76257,2,3,15704
Ford,Focus,2010,1.2,Electric,Automatic,220484,4,4,12932
Toyota,Camry,2010,4.7,Petrol,Semi-Automatic,155338,5,1,15213
Volkswagen,Tiguan,2006,3.1,Electric,Automatic,135166,5,1,17143
Ford,Fiesta,2009,,Petrol,Automatic,22624,4,4,17932
Audi,A3,2002,3.2,Hybrid,Automatic,106780,2,5,14462
Mercedes,C-Class,2017,2.3,Electric,Semi-Automatic,40455,4,1,22208
Ford,Explorer,2007,1.1,Diesel,Semi-Automatic,261935,4,2,3607
Honda,CR-V,2015,2.2,Electric,Manual,164031,4,5,16658
Mercedes,GLA,2018,4.8,Hybrid,Automatic,108824,3,4,25590
Honda,CR-V,2001,4.3,Petrol,Semi-Automatic,67506,3,4,12861
Mercedes,C-Class,2013,1.5,Hybrid,Automatic,198747,5,4,14044
Honda,CR-V,2004,1.3,Electric,Automatic,189304,5,1,11048
Audi,A3,2019,3.1,Diesel,Semi-Automatic,171550,3,5,16571
Chevrolet,Malibu,2011,4.8,Electric,Automatic,49802,2,4,25730
Kia,Rio,2006,4.9,Electric,Manual,32528,4,3,21261
Kia,Rio,2002,3.3,Diesel,Automatic,252871,3,2,7774
Hyundai,Tucson,2010,3.6,Diesel,Semi-Automatic,37887,5,5,17398
Kia,Optima,2003,1.5,Electric,Automatic,243023,2,3,8993
Ford,Fiesta,2011,5,Petrol,Automatic,125014,4,5,19948
BMW,X5,2007,2,Electric,Automatic,225309,2,5,12588
Volkswagen,Golf,2012,1.5,Electric,Semi-Automatic,19946,5,4,18902
Toyota,RAV4,2016,1.5,Electric,Semi-Automatic,34256,4,3,20500
BMW,X5,2007,2.1,Electric,Manual,48326,5,4,16333
Chevrolet,Impala,2018,3.9,Hybrid,Automatic,22059,4,3,27052
BMW,5 Series,2016,3.1,Petrol,Automatic,82589,2,3,20734
Mercedes,GLA,2005,3.5,Hybrid,Manual,254719,4,4,8759
Volkswagen,Tiguan,2012,2.8,Diesel,Manual,22534,5,2,17586
Audi,A4,2009,3.3,Electric,Semi-Automatic,105672,5,2,17476
Ford,Focus,2013,3.5,Electric,Manual,184223,2,1,17176
Ford,Fiesta,2012,3.4,Electric,Automatic,66901,3,3,23207
Toyota,Camry,2014,2.8,Petrol,Semi-Automatic,277899,2,5,9698
Hyundai,Elantra,2010,4.5,Hybrid,Manual,93756,3,1,18767
Mercedes,GLA,2005,3.8,Electric,Automatic,159958,5,2,16975
Hyundai,Tucson,2020,2.7,Petrol,Automatic,130146,2,3,20470
Audi,Q5,2017,3.4,Petrol,Semi-Automatic,184285,4,3,15600
Ford,Explorer,2001,1.1,Hybrid,Manual,221586,3,5,3619
Ford,Explorer,2005,2.1,Electric,Automatic,40020,5,2,18198
Volkswagen,Tiguan,2017,3.3,Electric,Automatic,201512,4,3,20946
Kia,Sportage,2014,1.3,Diesel,Semi-Automatic,180373,5,5,10486
Toyota,Corolla,2014,4.7,Petrol,Semi-Automatic,114382,5,3,18746
Mercedes,E-Class,2003,1.9,Petrol,Automatic,211135,5,1,7310
Mercedes,C-Class,2007,2,Petrol,Semi-Automatic,118689,5,1,10196
Kia,Sportage,2017,3.4,Diesel,Manual,149589,2,2,16814
Audi,A4,2022,1.4,Electric,Manual,84573,3,4,21714
Chevrolet,Impala,2004,1.8,Diesel,Semi-Automatic,149851,4,2,7178
Hyundai,Sonata,2002,2.4,Petrol,Automatic,122979,3,5,10745
Audi,A4,2018,1.6,Diesel,Manual,180019,3,5,13123
BMW,3 Series,2001,4.7,Diesel,Semi-Automatic,107974,3,3,12145
Mercedes,GLA,2003,2.2,Hybrid,Semi-Automatic,17393,3,5,13741
Ford,Fiesta,2001,2.6,Electric,Semi-Automatic,74,2,,15746
Toyota,Corolla,2014,1.2,Electric,Automatic,215776,4,4,15197
Volkswagen,Golf,2022,4.1,Hybrid,Semi-Automatic,15423,4,3,27109
Volkswagen,Tiguan,2009,2.1,Diesel,Automatic,216808,5,1,10610
BMW,3 Series,2001,4.2,Electric,Automatic,271492,5,3,11672
BMW,5 Series,2017,2.7,Electric,Automatic,23058,2,3,26142
Toyota,Corolla,2015,4.9,Electric,Manual,292193,5,2,16898
Mercedes,C-Class,2020,1.2,Petrol,Manual,100045,5,5,16273
Toyota,Corolla,2018,3.5,Petrol,Automatic,230823,3,5,17295
Ford,Fiesta,2020,2.9,Hybrid,Automatic,123389,4,4,22806
Kia,Sportage,2020,2.7,Diesel,Automatic,87168,5,3,21973
Honda,CR-V,2016,3.2,Diesel,Manual,253949,5,1,12287
Ford,Focus,2001,4.1,Diesel,Semi-Automatic,88202,2,5,11786
Volkswagen,Golf,2010,4.6,Hybrid,Semi-Automatic,89735,5,5,19084
Chevrolet,Malibu,2015,4.3,Petrol,Semi-Automatic,190674,4,1,15900
Honda,Civic,2007,3,Diesel,Manual,45399,3,1,14511
Kia,Sportage,2015,3.5,Diesel,Manual,118075,2,3,17042
BMW,5 Series,2023,1.8,Electric,Semi-Automatic,212962,2,4,18445
Ford,Explorer,2000,1.8,Hybrid,Manual,222734,3,4,4279
Volkswagen,Passat,2000,4.8,Electric,Automatic,158249,2,2,16161
BMW,3 Series,2008,4.4,Petrol,Semi-Automatic,268020,5,1,9693
Toyota,Corolla,2015,3,Electric,Manual,102552,3,3,20209
Honda,CR-V,2004,3.9,Electric,Automatic,96421,4,5,18849
Honda,Civic,2018,2.2,Hybrid,Automatic,227142,5,3,16900
Toyota,RAV4,2002,1.7,Petrol,Automatic,265079,4,4,4546
Kia,Sportage,2001,3.3,Electric,Semi-Automatic,258462,4,4,7928
Honda,Civic,2007,1.6,Electric,Semi-Automatic,84889,4,3,14178
Volkswagen,Tiguan,2023,4.6,Diesel,Automatic,193427,3,1,23154
Hyundai,Sonata,2020,3.4,Hybrid,Automatic,15353,3,4,27461
Honda,CR-V,2022,3,Diesel,Automatic,95078,5,2,23272
Volkswagen,Golf,2003,4.2,Petrol,Automatic,92303,4,1,15493
Ford,Explorer,2011,1.1,Diesel,Manual,122843,2,5,10575
Volkswagen,Passat,2006,3.3,Hybrid,Semi-Automatic,203140,3,1,10740
Audi,Q5,2019,1.5,Hybrid,Automatic,299007,2,2,13683
Honda,Civic,2000,3.6,Hybrid,Semi-Automatic,71037,2,2,12738
Hyundai,Tucson,2017,4.3,Diesel,Semi-Automatic,190312,5,2,16963
Kia,Sportage,2003,2.3,Diesel,Automatic,138463,5,1,10552
Volkswagen,Tiguan,2011,4.2,Hybrid,Manual,49206,5,5,20326
BMW,5 Series,2009,1.8,Electric,Semi-Automatic,115364,2,1,14511
Toyota,RAV4,2021,3.3,Diesel,Automatic,291239,5,2,16406
Mercedes,C-Class,2000,4.2,Petrol,Manual,270079,5,2,5072
Mercedes,E-Class,2015,2.4,Diesel,Semi-Automatic,260513,4,5,10131
Toyota,Corolla,2016,3.7,Diesel,Semi-Automatic,191330,5,2,15353
Volkswagen,Tiguan,2019,3.9,Electric,Manual,133300,4,1,22810
Honda,Accord,2020,3.6,Hybrid,Semi-Automatic,51251,5,5,23930
BMW,X5,2021,1.7,Petrol,Semi-Automatic,48231,5,2,19486
Chevrolet,Impala,2013,2.2,Electric,Automatic,196832,3,1,17085
Hyundai,Elantra,2023,4.3,Petrol,Semi-Automatic,49540,4,2,25041
Chevrolet,Malibu,2014,2.2,Electric,Automatic,47950,3,1,22822
Audi,Q5,2014,4,Petrol,Semi-Automatic,237177,2,4,13223
Volkswagen,Tiguan,2011,4.9,Petrol,Semi-Automatic,285572,2,4,11529
Ford,Focus,2017,3.6,Petrol,Semi-Automatic,263823,5,4,13165
Volkswagen,Tiguan,2020,2.3,Petrol,Automatic,134572,4,1,19614
Ford,Explorer,2019,3.7,Electric,Manual,234754,2,2,18907
BMW,3 Series,2019,3.2,Electric,Manual,248880,5,5,17538
Ford,Explorer,2010,1.6,Petrol,Manual,36425,3,4,13949
Kia,Optima,2001,4.2,Electric,Semi-Automatic,189692,3,5,11910
Toyota,Corolla,2001,4.8,Electric,Semi-Automatic,107723,2,3,15829
Kia,Rio,2023,3.4,Petrol,Manual,177464,4,3,18988
Audi,A4,2011,2.8,Petrol,Manual,104757,3,5,14182
Kia,Sportage,2017,2.6,Electric,Automatic,108462,2,1,22978
Hyundai,Sonata,2022,3.1,Hybrid,Automatic,28342,3,5,27533
Volkswagen,Golf,2016,2.8,Hybrid,Automatic,218978,2,1,17185
BMW,5 Series,2018,3.9,Electric,Manual,216924,5,3,19357
Ford,Fiesta,2014,2.8,Electric,Semi-Automatic,136710,5,1,18139
Hyundai,Elantra,2001,4.1,Petrol,Manual,187046,2,3,8328
Hyundai,Elantra,2005,2.7,Hybrid,Automatic,45510,2,3,17306
Ford,Explorer,2003,1.4,Diesel,Automatic,267644,3,3,4457
Mercedes,GLA,2002,4.8,Diesel,Automatic,248863,2,1,10538
BMW,5 Series,2022,1.6,Petrol,Automatic,112224,2,1,20221
BMW,3 Series,2012,4.1,Hybrid,Semi-Automatic,269110,5,5,12980
Kia,Rio,2006,1.1,Hybrid,Automatic,71600,2,2,14119
Mercedes,C-Class,2020,2.3,Electric,Manual,167084,3,4,19352
Hyundai,Elantra,2018,3,Hybrid,Manual,209783,2,4,16282
Honda,CR-V,2000,2.4,Electric,Automatic,122782,5,3,13202
Volkswagen,Passat,2018,3.5,Electric,Manual,44918,4,3,24677
BMW,X5,2011,3.3,Hybrid,Semi-Automatic,59350,5,1,18398
Toyota,Camry,2005,4.4,Petrol,Automatic,124854,4,2,15754
Honda,Accord,2002,1.7,Hybrid,Manual,129658,4,2,8410
Ford,Explorer,2017,5,Electric,Semi-Automatic,174286,4,1,22250
Audi,A4,2009,4.5,Petrol,Automatic,119948,3,3,18202
Audi,A4,2000,3.8,Petrol,Semi-Automatic,63543,5,1,11601
BMW,5 Series,2005,3.9,Diesel,Semi-Automatic,123959,2,3,12285
Mercedes,GLA,2020,1.7,Diesel,Automatic,119413,3,3,19094
Mercedes,GLA,2002,4.6,Electric,Automatic,28405,5,4,21404
Audi,Q5,2010,3.8,Diesel,Automatic,19071,3,1,21032
Chevrolet,Equinox,2017,1.8,Petrol,Semi-Automatic,96482,5,5,15872
Honda,Civic,2015,2.3,Electric,Semi-Automatic,207427,4,5,15314
Hyundai,Elantra,2012,2.6,Petrol,Semi-Automatic,291400,5,2,7826
Chevrolet,Impala,2023,2.1,Petrol,Automatic,,5,4,24094
Chevrolet,Equinox,2003,3.3,Hybrid,Automatic,100141,2,3,15395
Chevrolet,Equinox,2012,1.4,Diesel,Semi-Automatic,128584,3,5,11424
Ford,Explorer,2003,4.9,Diesel,Automatic,299066,4,3,9482
Mercedes,E-Class,2004,1.2,Diesel,Automatic,141943,4,1,9032
Volkswagen,Passat,2015,4.2,Petrol,Automatic,263711,3,2,15794
Audi,A4,2010,3.4,Hybrid,Automatic,281978,3,2,12880
Chevrolet,Malibu,2002,1.7,Electric,Manual,214459,5,1,7192
Honda,CR-V,2002,1.8,Electric,Manual,159351,2,3,9296
Chevrolet,Malibu,2000,2.8,Petrol,Manual,280108,5,3,3500
BMW,3 Series,2011,2.8,Hybrid,Manual,178509,4,4,13351
Hyundai,Sonata,2004,4,Petrol,Manual,17140,5,2,15675
Audi,A4,2017,2.6,Petrol,Automatic,280103,4,5,13470
Toyota,Camry,2012,4.1,Hybrid,Automatic,97971,5,1,21595
Audi,A3,2010,4.6,Electric,Automatic,226022,3,3,18688
Toyota,Corolla,2004,2.6,Petrol,Automatic,88330,2,4,13358
Mercedes,GLA,2012,4.7,Electric,Semi-Automatic,251019,2,3,16413
Kia,Rio,2021,1.4,Hybrid,Manual,115527,4,1,18356
BMW,5 Series,2020,4.1,Hybrid,Automatic,65158,3,1,26943
Honda,Civic,2011,4.6,Petrol,Semi-Automatic,136182,3,2,16233
Audi,A4,2018,3.3,Hybrid,Manual,171346,2,1,18153
BMW,3 Series,2011,3.9,Petrol,Automatic,31189,3,3,21308
Toyota,RAV4,2019,3.6,Diesel,Manual,98479,3,2,20002
Ford,Focus,2010,1.2,Electric,Automatic,214493,5,3,13142
Honda,Accord,2023,5,Petrol,Manual,238324,5,2,19658
BMW,X5,2000,3.3,Diesel,Manual,194043,3,4,6158
Audi,A4,2022,4.6,Hybrid,Semi-Automatic,226584,2,4,20594
Volkswagen,Tiguan,2017,2.6,Hybrid,Automatic,233248,5,1,16861
Audi,A3,2007,3.7,Electric,Automatic,213520,4,3,15976
Audi,Q5,2019,1.4,Diesel,Automatic,280967,2,3,12390
Ford,Fiesta,2006,2.7,Hybrid,Manual,51538,2,2,14996
Chevrolet,Malibu,2001,4.9,Petrol,Manual,70195,2,2,13818
Mercedes,C-Class,2015,4.4,Hybrid,Semi-Automatic,139468,5,4,19618
Chevrolet,Impala,2005,3.1,Hybrid,Semi-Automatic,42542,2,4,15486
Hyundai,Tucson,2020,2.3,Hybrid,Semi-Automatic,192030,4,1,16728
Toyota,Corolla,2023,3.4,Hybrid,Semi-Automatic,19096,3,,26282
BMW,5 Series,2002,4.7,Diesel,Semi-Automatic,273477,4,4,6878
Ford,Explorer,2012,1.7,Diesel,Semi-Automatic,18936,2,4,15787
Honda,Civic,2009,2.3,Petrol,Manual,182780,2,2,9527
Ford,Focus,2019,4.6,Diesel,Automatic,141392,3,5,22876
BMW,X5,2009,,Petrol,Manual,65564,2,4,15029
Honda,CR-V,2017,1.6,Electric,Semi-Automatic,125535,4,3,18006
BMW,3 Series,2004,3,Electric,Manual,215571,3,5,10479
Hyundai,Tucson,2021,3.9,Diesel,Automatic,217374,2,4,20041
Hyundai,Tucson,2004,4,Hybrid,Automatic,173201,4,2,14586
Honda,Civic,2019,3.2,Diesel,Manual,158300,3,2,17210
Chevrolet,Malibu,2022,4.8,Hybrid,Semi-Automatic,117267,2,4,24770
Chevrolet,Impala,2014,2,Petrol,Automatic,181881,5,5,14284
Toyota,Corolla,2017,1.6,Electric,Semi-Automatic,46400,3,3,20776
Ford,Fiesta,2005,4.2,Petrol,Manual,125377,4,1,12761
BMW,3 Series,2018,5,Diesel,Manual,142084,3,2,20402
Mercedes,E-Class,2014,1.7,Petrol,Manual,95579,3,3,14154
Honda,Civic,2002,4.3,Diesel,Manual,275483,4,1,6108
Kia,Rio,2004,3.7,Diesel,Automatic,68962,4,5,15960
Volkswagen,Golf,2010,3.1,Hybrid,Semi-Automatic,265548,5,4,10306
Kia,Sportage,2015,4,Hybrid,Semi-Automatic,161451,5,5,18148
Toyota,Corolla,2014,1.4,Electric,Semi-Automatic,173573,4,4,14399
Mercedes,C-Class,2020,1.6,Petrol,Automatic,258410,3,1,14054
Mercedes,E-Class,2018,2.2,Electric,Manual,68474,3,1,21578
Honda,Accord,2003,2.2,Electric,Manual,278555,2,3,6349
Kia,Sportage,2012,2.7,Electric,Semi-Automatic,113357,3,4,17731
Honda,Civic,2022,1.2,Petrol,Semi-Automatic,118189,5,2,16688
Kia,Sportage,2005,3,Electric,Automatic,52129,4,4,19350
Kia,Optima,2020,1.3,Petrol,Automatic,1213,4,5,22531
Toyota,RAV4,2007,4.9,Hybrid,Semi-Automatic,193478,2,4,14402
Chevrolet,Equinox,2007,2.9,Diesel,Manual,109544,3,4,12091
Volkswagen,Golf,2022,4.6,Diesel,Manual,145259,2,3,21690
Hyundai,Tucson,2022,1.3,Diesel,Semi-Automatic,86670,2,4,17966
Honda,CR-V,2022,3.8,Electric,Manual,90870,3,5,25694
Chevrolet,Equinox,2010,2.4,Electric,Semi-Automatic,88040,3,2,17043
Volkswagen,Passat,2007,3,Electric,Manual,272439,3,3,10064
BMW,5 Series,2018,4.6,Diesel,Manual,193942,3,1,17887
Audi,A4,2006,2.6,Petrol,Automatic,286546,4,4,7471
Honda,Civic,2008,4.5,Hybrid,Automatic,140691,3,1,18700
BMW,5 Series,2023,2.7,Diesel,Semi-Automatic,151802,5,4,18660
Audi,Q5,2012,3.3,Hybrid,Semi-Automatic,47107,2,5,19350
Chevrolet,Equinox,2015,2.9,Diesel,Semi-Automatic,116244,2,2,16056
Toyota,Corolla,2013,1.7,Electric,Semi-Automatic,248675,3,2,11770
Chevrolet,Malibu,2023,3.6,Hybrid,Manual,,4,5,20086
Toyota,RAV4,2003,3.7,Hybrid,Semi-Automatic,,5,1,8284
Toyota,Corolla,2020,2.8,Hybrid,Semi-Automatic,200179,2,3,17318
BMW,X5,2001,2.8,Hybrid,Automatic,124896,4,3,12604
Honda,Civic,2011,4.4,Hybrid,Semi-Automatic,34683,2,5,21186
BMW,5 Series,2008,4.6,Petrol,Automatic,211540,2,3,14646
Mercedes,C-Class,2020,4.3,Petrol,Semi-Automatic,245144,5,1,16620
Honda,CR-V,2006,2.6,Electric,Semi-Automatic,126424,2,5,13949
Chevrolet,Impala,2016,1.2,Hybrid,Manual,80455,4,4,16608
Honda,CR-V,2020,1.1,Electric,Manual,231642,4,1,14992
Kia,Sportage,2004,3.4,Electric,Automatic,93978,4,2,18060
Volkswagen,Passat,2005,1.5,Petrol,Manual,217997,5,4,4795
Hyundai,Sonata,2012,1.8,Hybrid,Manual,74195,2,1,15778
Hyundai,Sonata,2012,3.1,Electric,Automatic,211305,3,3,17628
Ford,Fiesta,2018,2,Petrol,Manual,5196,4,3,19943
Audi,Q5,2016,4.4,Hybrid,Semi-Automatic,181485,4,3,18672
BMW,X5,2019,4,Hybrid,Manual,238714,5,2,17544
Toyota,Camry,2012,3.9,Diesel,Manual,22645,2,4,19507
Audi,Q5,2012,1.3,Petrol,Automatic,89321,4,4,15248
BMW,X5,2014,3.8,Hybrid,Automatic,174202,5,4,19451
Toyota,RAV4,2023,1,Electric,Automatic,131850,3,4,22510
Mercedes,C-Class,2002,1.8,Electric,Semi-Automatic,236758,5,5,6587
Ford,Explorer,2014,2.5,Diesel,Automatic,172033,4,2,15503
Hyundai,Elantra,2014,3.1,Electric,Automatic,115640,4,1,22027
Mercedes,C-Class,2013,3.8,Diesel,Semi-Automatic,286873,5,1,10608
Toyota,Corolla,2016,3.8,Electric,Semi-Automatic,276633,5,5,16042
Kia,Rio,2016,1.7,Hybrid,Manual,104572,4,1,16639
Ford,Explorer,2007,1.8,Hybrid,Semi-Automatic,294977,4,2,5425
Hyundai,Elantra,2019,1.2,Petrol,Automatic,241090,2,4,13436
Kia,Rio,2018,4.4,Diesel,Manual,36711,2,4,23039
Volkswagen,Golf,2010,2.9,Electric,Manual,249910,5,3,12252
Hyundai,Tucson,2015,3.1,Petrol,Manual,257380,3,2,11466
Honda,Accord,2000,1.4,Diesel,Automatic,69339,5,4,9823
Hyundai,Tucson,2007,1.7,Diesel,Automatic,,4,2,7112
Audi,A3,2008,3.9,Hybrid,Automatic,217728,3,,14954
BMW,3 Series,2019,4,Electric,Semi-Automatic,110440,4,1,23784
Volkswagen,Tiguan,2023,1.5,Diesel,Automatic,253722,2,2,15619
Volkswagen,Golf,2006,4.6,Diesel,Automatic,84861,5,4,18028
Kia,Optima,2002,2.7,Diesel,Automatic,293857,5,5,5288
Honda,CR-V,2019,1.1,Petrol,Automatic,159120,4,1,16130
Hyundai,Elantra,2012,4.7,Diesel,Semi-Automatic,1565,2,2,21644
Audi,A3,2012,3.3,Electric,Semi-Automatic,156438,4,4,17274
BMW,3 Series,2020,3.1,Hybrid,Automatic,156278,2,5,22004
Volkswagen,Golf,2022,2.3,Electric,Automatic,137767,3,5,24052
